Month,Revenue ($),Foot Traffic (Visitors),E-commerce Orders (#),Product Category,Sales by Product Category ($),Social Media Platform,Campaign Type,Impressions,Engagements,Marketing Spend ($),Email Opens,Email Click-Throughs,Inventory Level (Units),Customer Source,Customer Feedback (Rating),Customer Gender,Customer Age,Customer Income ($),Bundling Indicator
7/18/2021,7000,500,10,Home Goods,8000,Instagram,Networking Event,5591,200,1000,128,109,400,Community,4,Male,30,80000,0
7/18/2021,3000,700,7,Clothing,2000,Facebook,Social Media,752,1000,500,435,62,50,Social Media,5,Male,40,20000,0
7/19/2021,3000,500,12,Accessories,5000,Instagram,Social Media,8815,500,2000,279,296,50,Referral,3,Male,40,40000,1
7/19/2021,3000,1000,9,Clothing,5000,Instagram,Email,9928,500,1000,357,177,400,Events,4,Female,50,40000,0
7/19/2021,3000,700,13,Accessories,2000,Facebook,In-Store Event,1123,3000,2000,417,231,200,Events,5,Male,20,40000,0
7/20/2021,3000,300,13,Home Goods,5000,LinkedIn,Networking Event,3656,1000,3000,370,103,200,Social Media,4,Male,30,100000,0
7/20/2021,3000,700,9,Clothing,1000,Facebook,Social Media,14327,200,500,251,293,50,Social Media,4,Male,40,40000,0
7/20/2021,3000,500,7,Accessories,2000,Instagram,In-Store Event,11828,500,1000,134,34,50,Community,5,Non-Binary,30,60000,0
7/21/2021,3000,700,10,Clothing,1000,Facebook,Networking Event,3889,3000,1000,330,193,50,Referral,5,Female,20,20000,0
7/21/2021,10000,100,9,Accessories,8000,Email,Email,3917,200,500,10,173,100,Social Media,3,Male,40,40000,0
7/21/2021,2000,300,8,Clothing,2000,Email,Social Media,10347,200,2000,291,101,50,Social Media,4,Male,30,40000,0
7/21/2021,5000,1000,7,Clothing,5000,Email,Email,9958,200,2000,147,292,100,Events,3,Female,30,100000,0
7/22/2021,5000,300,7,Clothing,8000,Facebook,Email,3445,50,1000,318,84,100,Community,4,Male,30,80000,0
7/22/2021,10000,700,12,Clothing,5000,Email,Networking Event,9852,500,1000,79,200,50,Referral,5,Non-Binary,20,60000,0
7/22/2021,3000,500,6,Home Goods,5000,Instagram,Email,10986,1000,100,190,172,50,Social Media,3,Male,30,100000,0
7/23/2021,5000,700,9,Clothing,2000,Instagram,In-Store Event,9132,3000,1000,452,28,100,Social Media,5,Male,40,100000,0
7/23/2021,10000,700,10,Clothing,2000,Instagram,In-Store Event,2592,1000,2000,343,296,50,Community,4,Female,30,60000,0
7/23/2021,10000,500,9,Clothing,2000,Facebook,Email,3205,200,1000,29,55,50,Events,3,Female,50,40000,0
7/24/2021,10000,500,12,Clothing,5000,LinkedIn,Social Media,4259,50,500,413,15,50,Events,4,Non-Binary,20,40000,0
7/24/2021,3000,300,7,Accessories,8000,Email,In-Store Event,5612,3000,2000,358,139,100,Community,3,Female,50,20000,1
7/24/2021,3000,100,7,Home Goods,8000,Instagram,Networking Event,1053,200,1000,367,65,200,Community,2,Female,30,40000,0
7/24/2021,7000,500,9,Clothing,8000,Instagram,Networking Event,5404,200,1000,494,146,50,Referral,5,Female,30,40000,0
7/25/2021,10000,700,8,Home Goods,8000,Instagram,Social Media,13758,3000,1000,228,157,200,Community,3,Female,30,20000,1
7/25/2021,7000,1000,12,Accessories,2000,Instagram,Social Media,1612,500,1000,480,68,200,Social Media,4,Female,30,80000,1
7/25/2021,7000,1000,13,Clothing,5000,Facebook,Social Media,3277,200,2000,83,22,200,Social Media,5,Male,40,80000,0
7/26/2021,3000,700,14,Accessories,8000,LinkedIn,In-Store Event,7597,1000,2000,149,189,50,Events,5,Male,30,40000,1
7/26/2021,7000,700,12,Accessories,2000,LinkedIn,Social Media,10525,3000,100,360,247,100,Social Media,5,Male,40,80000,1
7/26/2021,3000,700,8,Accessories,8000,Facebook,In-Store Event,1814,50,3000,188,144,200,Social Media,4,Female,30,80000,0
7/27/2021,5000,500,7,Home Goods,2000,Email,Email,3993,1000,1000,20,176,400,Referral,4,Male,40,40000,1
7/27/2021,5000,1000,4,Clothing,5000,Facebook,In-Store Event,11830,200,2000,36,194,400,Community,3,Male,40,60000,0
7/27/2021,5000,700,10,Home Goods,5000,Instagram,Social Media,14062,500,2000,245,12,100,Community,3,Female,30,40000,0
7/27/2021,3000,700,9,Accessories,8000,Facebook,Social Media,11804,3000,1000,282,165,200,Community,5,Male,50,20000,0
7/28/2021,3000,300,10,Clothing,2000,Facebook,Social Media,8790,3000,2000,101,149,200,Referral,4,Female,50,60000,0
7/28/2021,7000,500,4,Accessories,5000,Email,Email,7973,200,500,418,44,200,Events,1,Female,60,40000,1
7/28/2021,3000,500,8,Clothing,5000,Instagram,Email,7515,200,500,293,173,100,Community,2,Female,30,20000,1
7/29/2021,7000,1000,6,Home Goods,2000,Instagram,Email,12617,50,2000,231,166,100,Events,5,Male,50,60000,1
7/29/2021,3000,500,6,Accessories,5000,Instagram,Email,10171,500,2000,315,196,50,Social Media,5,Female,50,100000,0
7/29/2021,5000,500,15,Clothing,5000,LinkedIn,Social Media,6210,50,2000,325,205,100,Referral,3,Female,40,60000,0
7/30/2021,5000,1000,13,Clothing,5000,Facebook,Networking Event,13088,200,2000,287,81,200,Community,4,Female,40,60000,1
7/30/2021,2000,300,15,Accessories,2000,Email,Social Media,1722,50,1000,335,67,400,Events,3,Male,60,80000,0
7/30/2021,5000,500,8,Clothing,2000,Email,Email,14470,200,1000,475,96,200,Social Media,4,Male,60,60000,0
7/30/2021,3000,100,9,Clothing,5000,Instagram,In-Store Event,5083,50,3000,463,166,50,Community,4,Female,40,20000,1
7/31/2021,2000,700,10,Clothing,2000,Facebook,Social Media,6020,1000,1000,410,76,200,Events,4,Male,30,100000,0
7/31/2021,10000,1000,12,Clothing,1000,Email,In-Store Event,8372,200,2000,244,236,100,Community,3,Female,50,80000,0
7/31/2021,5000,500,8,Clothing,8000,Facebook,Social Media,9696,200,1000,386,195,200,Social Media,3,Female,20,40000,0
8/1/2021,10000,1000,11,Clothing,5000,LinkedIn,Email,9168,1000,2000,176,290,200,Events,3,Female,30,60000,0
8/1/2021,3000,500,10,Clothing,5000,Instagram,Social Media,13933,500,1000,212,135,100,Social Media,5,Non-Binary,60,60000,0
8/1/2021,7000,1000,9,Accessories,2000,Instagram,Social Media,5931,200,3000,357,295,50,Community,5,Male,50,20000,0
8/2/2021,7000,700,8,Accessories,2000,Email,Email,9827,50,1000,101,35,50,Referral,5,Male,60,40000,0
8/2/2021,7000,700,6,Clothing,2000,Email,Email,11548,500,3000,285,247,50,Community,5,Female,40,20000,1
8/2/2021,5000,100,17,Clothing,2000,LinkedIn,Email,2205,200,100,21,253,200,Social Media,4,Male,30,80000,0
8/2/2021,5000,1000,13,Accessories,5000,Facebook,Email,1017,1000,1000,18,213,50,Events,3,Female,60,20000,0
8/3/2021,5000,700,13,Clothing,5000,LinkedIn,Social Media,1720,200,2000,286,251,50,Referral,4,Non-Binary,30,40000,0
8/3/2021,10000,500,11,Clothing,2000,Email,Social Media,3006,200,2000,275,69,50,Social Media,3,Female,50,20000,0
8/3/2021,10000,700,11,Clothing,1000,Email,Email,4825,500,3000,494,233,200,Community,3,Female,40,80000,1
8/4/2021,10000,500,4,Home Goods,2000,Facebook,Social Media,9883,500,100,146,15,100,Events,3,Female,30,100000,0
8/4/2021,3000,1000,8,Accessories,1000,Instagram,Social Media,12572,3000,100,385,173,50,Community,3,Male,20,60000,0
8/4/2021,7000,300,9,Accessories,1000,LinkedIn,Email,14843,50,1000,39,186,200,Community,4,Female,30,20000,0
8/5/2021,10000,700,11,Accessories,8000,Facebook,Email,11935,500,100,166,293,100,Referral,2,Female,40,60000,0
8/5/2021,3000,500,9,Accessories,5000,Facebook,Email,10669,50,3000,90,224,100,Social Media,2,Male,30,80000,1
8/5/2021,2000,100,7,Clothing,5000,Facebook,Social Media,5979,500,500,71,273,200,Community,4,Male,30,60000,1
8/5/2021,7000,300,8,Accessories,2000,Facebook,Email,10934,1000,1000,364,11,100,Social Media,4,Female,40,60000,0
8/6/2021,7000,100,11,Clothing,8000,Facebook,Social Media,7936,200,100,437,218,200,Community,4,Female,40,40000,1
8/6/2021,10000,500,9,Accessories,5000,Instagram,Social Media,3590,3000,1000,282,0,100,Community,2,Female,20,20000,0
8/6/2021,3000,500,7,Accessories,5000,Email,Social Media,6997,500,1000,334,110,100,Community,3,Male,40,20000,0
8/7/2021,7000,700,13,Accessories,2000,Facebook,Email,10579,3000,100,139,276,100,Events,4,Male,20,100000,0
8/7/2021,3000,500,8,Clothing,8000,Facebook,Social Media,5668,1000,1000,238,128,200,Events,4,Non-Binary,20,60000,0
8/7/2021,3000,500,8,Clothing,8000,Instagram,Social Media,13251,50,1000,77,92,100,Social Media,2,Female,30,60000,0
8/8/2021,3000,700,11,Accessories,8000,Instagram,In-Store Event,7493,200,3000,198,38,50,Community,5,Female,40,80000,1
8/8/2021,10000,100,9,Accessories,1000,Instagram,Networking Event,1473,200,500,16,158,50,Events,3,Non-Binary,20,80000,1
8/8/2021,7000,1000,6,Home Goods,2000,Email,Social Media,5777,200,1000,217,185,100,Social Media,3,Female,20,40000,0
8/8/2021,5000,1000,6,Clothing,2000,Instagram,Social Media,8757,500,3000,228,255,200,Social Media,3,Female,20,20000,0
8/9/2021,5000,700,16,Accessories,2000,LinkedIn,Social Media,6592,500,2000,339,238,400,Events,3,Male,60,100000,1
8/9/2021,10000,700,19,Accessories,8000,Instagram,In-Store Event,3406,3000,3000,137,103,200,Social Media,5,Male,60,100000,0
8/9/2021,5000,1000,12,Home Goods,1000,Instagram,Email,1070,200,3000,146,28,100,Social Media,1,Female,20,60000,0
8/10/2021,10000,300,14,Accessories,1000,Instagram,In-Store Event,12584,1000,1000,209,88,100,Referral,3,Male,30,80000,0
8/10/2021,5000,100,10,Accessories,2000,Instagram,Social Media,807,3000,2000,157,50,200,Social Media,3,Female,60,40000,0
8/10/2021,5000,300,8,Accessories,1000,Email,Social Media,12100,1000,500,413,146,400,Social Media,3,Male,20,20000,0
8/11/2021,5000,700,13,Accessories,2000,Email,Email,4242,200,1000,152,35,100,Social Media,1,Male,20,60000,0
8/11/2021,5000,100,17,Home Goods,5000,Facebook,Social Media,9474,500,2000,343,283,50,Community,1,Female,20,80000,0
8/11/2021,7000,700,3,Clothing,5000,Instagram,Social Media,12908,200,1000,329,100,50,Events,3,Male,60,60000,0
8/11/2021,5000,1000,10,Clothing,1000,Instagram,Email,1265,200,2000,382,106,100,Events,4,Female,40,60000,1
8/12/2021,3000,1000,9,Home Goods,2000,Facebook,Email,12167,200,2000,449,290,100,Community,4,Male,30,20000,1
8/12/2021,10000,500,18,Accessories,2000,LinkedIn,In-Store Event,9464,1000,500,357,104,400,Community,4,Female,20,40000,0
8/12/2021,5000,100,10,Accessories,1000,Instagram,Social Media,8314,500,2000,351,220,100,Referral,4,Male,60,100000,0
8/13/2021,5000,700,15,Clothing,5000,Email,Social Media,12549,500,1000,162,75,100,Social Media,3,Male,30,20000,0
8/13/2021,10000,700,8,Clothing,5000,Facebook,Email,8235,3000,500,306,226,100,Community,5,Male,40,60000,0
8/13/2021,7000,300,14,Accessories,5000,Instagram,Networking Event,14931,50,2000,100,83,400,Community,3,Non-Binary,30,80000,1
8/14/2021,3000,100,11,Accessories,5000,Facebook,Networking Event,11877,500,1000,326,75,100,Social Media,3,Male,50,60000,0
8/14/2021,10000,1000,9,Clothing,1000,Instagram,Social Media,13774,1000,2000,326,248,50,Community,4,Female,30,100000,0
8/14/2021,7000,700,9,Clothing,8000,Email,Social Media,14797,200,1000,154,254,50,Community,4,Male,50,40000,1
8/14/2021,5000,700,9,Home Goods,8000,Instagram,Social Media,8536,500,1000,9,49,100,Events,3,Male,30,60000,0
8/15/2021,3000,1000,9,Clothing,8000,Email,Social Media,8096,200,2000,352,209,200,Events,1,Female,20,40000,1
8/15/2021,7000,700,7,Home Goods,1000,Instagram,Email,1039,1000,1000,426,157,100,Social Media,1,Female,40,40000,1
8/15/2021,7000,500,10,Clothing,8000,LinkedIn,In-Store Event,8485,200,1000,182,232,100,Community,5,Female,50,60000,0
8/16/2021,5000,500,8,Accessories,8000,Instagram,Social Media,2549,200,500,454,76,200,Social Media,1,Male,30,40000,1
8/16/2021,10000,500,10,Home Goods,8000,Email,Social Media,3783,500,2000,133,222,100,Community,4,Male,20,100000,0
8/16/2021,7000,500,17,Accessories,1000,Email,Social Media,5175,200,100,5,120,50,Social Media,2,Female,40,60000,1
8/17/2021,3000,700,10,Clothing,5000,LinkedIn,In-Store Event,2163,200,2000,332,106,400,Community,3,Female,40,40000,0
8/17/2021,5000,700,10,Accessories,8000,Facebook,Email,6976,200,1000,431,240,100,Community,3,Male,40,20000,1
8/17/2021,3000,1000,7,Clothing,5000,Email,Email,9739,200,2000,332,27,200,Social Media,1,Non-Binary,30,40000,1
8/17/2021,7000,500,6,Clothing,5000,Instagram,Social Media,12528,500,3000,257,191,200,Referral,2,Male,20,60000,0
8/18/2021,2000,700,10,Home Goods,8000,Instagram,Social Media,3939,500,500,210,248,400,Community,4,Female,40,80000,0
8/18/2021,7000,700,12,Accessories,2000,Facebook,Networking Event,9197,500,1000,50,212,100,Social Media,3,Male,30,60000,1
8/18/2021,7000,700,12,Accessories,5000,Instagram,Email,7643,500,2000,444,20,100,Social Media,4,Female,60,20000,1
8/19/2021,10000,700,8,Clothing,2000,LinkedIn,Networking Event,3747,200,2000,146,154,100,Social Media,1,Male,40,40000,0
8/19/2021,5000,300,5,Clothing,8000,Instagram,Email,4000,50,1000,497,26,100,Events,5,Male,40,40000,0
8/19/2021,10000,500,13,Clothing,1000,Facebook,Email,2410,1000,2000,376,76,100,Social Media,5,Non-Binary,30,60000,0
8/20/2021,3000,300,9,Accessories,5000,Facebook,In-Store Event,1232,1000,2000,127,56,400,Events,1,Female,30,40000,1
8/20/2021,10000,500,14,Accessories,5000,Facebook,Social Media,4013,200,2000,485,118,200,Community,5,Female,40,40000,0
8/20/2021,3000,500,14,Accessories,5000,Facebook,Social Media,10263,200,2000,257,164,100,Events,3,Male,30,40000,1
8/20/2021,5000,700,7,Home Goods,5000,Instagram,Email,5109,500,1000,50,63,100,Community,4,Non-Binary,50,60000,0
8/21/2021,7000,1000,10,Clothing,8000,Facebook,Social Media,11634,500,3000,153,47,50,Community,3,Female,30,60000,0
8/21/2021,3000,700,7,Clothing,8000,Instagram,Social Media,4956,500,1000,69,149,200,Community,4,Female,30,80000,0
8/21/2021,3000,700,12,Clothing,1000,LinkedIn,In-Store Event,11013,50,100,275,157,100,Community,4,Male,30,60000,0
8/22/2021,7000,500,17,Clothing,2000,Email,In-Store Event,3835,500,1000,278,155,100,Social Media,3,Male,40,60000,0
8/22/2021,7000,700,16,Clothing,1000,LinkedIn,Social Media,13314,50,500,309,150,400,Social Media,4,Non-Binary,20,40000,0
8/22/2021,7000,100,7,Home Goods,2000,Instagram,Social Media,8668,500,500,398,224,100,Events,4,Female,30,20000,0
8/23/2021,7000,500,12,Clothing,5000,Instagram,Social Media,7556,1000,500,133,259,200,Community,4,Female,40,60000,0
8/23/2021,5000,500,8,Home Goods,8000,Instagram,Social Media,13066,500,100,219,255,100,Social Media,5,Male,30,20000,0
8/23/2021,3000,500,11,Clothing,8000,Instagram,Email,3253,50,2000,162,60,200,Social Media,5,Female,40,40000,0
8/23/2021,5000,100,6,Home Goods,1000,Instagram,Social Media,1872,3000,100,458,259,100,Social Media,5,Female,40,20000,0
8/24/2021,3000,300,13,Accessories,1000,Facebook,Email,14734,1000,500,135,161,100,Community,5,Female,60,40000,0
8/24/2021,10000,500,7,Home Goods,5000,Instagram,Email,10136,1000,100,56,30,400,Community,3,Female,40,20000,1
8/24/2021,7000,1000,11,Clothing,5000,Facebook,Email,3876,200,100,433,70,200,Social Media,3,Male,40,80000,0
8/25/2021,5000,500,10,Accessories,2000,Email,Social Media,14899,200,500,176,1,100,Events,3,Male,30,40000,0
8/25/2021,5000,500,8,Home Goods,8000,Facebook,Networking Event,8981,3000,1000,114,49,100,Social Media,5,Male,30,20000,1
8/25/2021,10000,300,7,Clothing,8000,Instagram,Social Media,10757,500,3000,498,134,50,Community,2,Female,20,40000,0
8/26/2021,3000,700,7,Clothing,2000,Instagram,Social Media,563,1000,2000,471,145,200,Community,3,Female,40,60000,1
8/26/2021,7000,500,9,Clothing,8000,Facebook,Email,4445,200,2000,148,178,100,Community,2,Male,30,60000,1
8/26/2021,5000,300,9,Home Goods,2000,Instagram,Social Media,829,200,500,240,263,200,Social Media,3,Female,40,20000,0
8/26/2021,7000,500,10,Accessories,5000,Facebook,Email,14681,3000,500,122,203,100,Social Media,3,Female,30,80000,0
8/27/2021,2000,100,10,Accessories,2000,Instagram,Social Media,5358,500,100,291,298,100,Community,4,Male,40,40000,0
8/27/2021,10000,100,12,Clothing,1000,Email,In-Store Event,2463,50,2000,326,186,200,Social Media,1,Female,30,60000,0
8/27/2021,10000,300,10,Clothing,8000,Email,Email,3588,200,100,68,29,100,Social Media,4,Non-Binary,40,60000,0
8/28/2021,7000,100,15,Home Goods,2000,Facebook,Email,11182,500,1000,313,58,200,Social Media,5,Male,60,80000,0
8/28/2021,7000,300,10,Clothing,5000,Instagram,Social Media,640,50,500,62,8,100,Community,4,Male,40,60000,0
8/28/2021,10000,500,10,Accessories,2000,Instagram,In-Store Event,14119,500,500,220,166,50,Social Media,2,Male,30,20000,1
8/29/2021,7000,700,11,Home Goods,1000,Email,Networking Event,5039,200,3000,15,278,100,Social Media,5,Female,40,60000,0
8/29/2021,3000,700,10,Clothing,1000,Facebook,In-Store Event,2973,1000,2000,389,190,50,Events,4,Male,40,40000,1
8/29/2021,7000,500,4,Accessories,2000,Instagram,Social Media,6094,200,2000,77,241,100,Events,1,Female,50,100000,0
8/29/2021,7000,500,14,Clothing,5000,Instagram,In-Store Event,4403,3000,1000,121,277,50,Community,4,Female,50,40000,0
8/30/2021,5000,1000,7,Accessories,2000,Instagram,Email,5864,200,2000,435,153,200,Community,4,Female,30,40000,0
8/30/2021,7000,500,13,Clothing,5000,Email,Email,949,500,2000,257,159,50,Social Media,3,Female,50,40000,0
8/30/2021,10000,100,11,Accessories,5000,Instagram,In-Store Event,10517,50,3000,216,264,100,Social Media,1,Non-Binary,30,20000,0
8/31/2021,10000,700,2,Clothing,5000,Facebook,In-Store Event,4946,500,500,478,234,100,Referral,4,Male,50,60000,0
8/31/2021,5000,300,14,Clothing,2000,Facebook,Email,5194,3000,1000,113,198,50,Social Media,4,Male,30,60000,0
8/31/2021,3000,500,3,Accessories,8000,Facebook,Email,5306,1000,2000,369,32,50,Events,3,Male,30,40000,0
9/1/2021,10000,500,14,Clothing,2000,Email,Email,1369,500,1000,460,88,100,Social Media,4,Female,50,20000,1
9/1/2021,10000,1000,9,Accessories,2000,Email,Email,6579,500,2000,379,94,50,Events,3,Female,30,60000,0
9/1/2021,3000,500,9,Clothing,1000,Facebook,Email,13972,1000,3000,145,220,50,Events,4,Non-Binary,60,20000,0
9/1/2021,10000,700,11,Accessories,2000,Instagram,In-Store Event,7807,3000,1000,464,68,50,Events,3,Female,30,60000,0
9/2/2021,10000,1000,8,Clothing,1000,Facebook,Social Media,12256,3000,1000,236,293,200,Social Media,3,Male,40,60000,0
9/2/2021,5000,300,9,Accessories,5000,Facebook,Networking Event,4159,200,1000,475,236,200,Events,5,Female,40,40000,0
9/2/2021,7000,500,11,Clothing,2000,Facebook,Networking Event,4102,3000,2000,459,159,100,Community,4,Male,20,20000,1
9/3/2021,5000,500,8,Clothing,2000,Facebook,Social Media,9084,200,2000,418,275,400,Referral,3,Male,30,80000,1
9/3/2021,2000,500,10,Clothing,5000,Instagram,Networking Event,9533,200,100,85,289,50,Social Media,3,Female,20,40000,0
9/3/2021,5000,500,13,Accessories,2000,Facebook,Social Media,2948,50,1000,166,41,100,Social Media,4,Non-Binary,60,20000,0
9/4/2021,10000,1000,15,Clothing,2000,Instagram,Social Media,14885,200,100,128,65,200,Referral,5,Male,50,60000,0
9/4/2021,2000,700,10,Home Goods,1000,Email,Social Media,11483,1000,2000,164,20,200,Events,4,Female,30,20000,0
9/4/2021,5000,700,8,Home Goods,5000,Instagram,Social Media,14106,1000,1000,276,69,400,Events,4,Female,30,40000,0
9/4/2021,5000,500,11,Clothing,1000,Email,In-Store Event,8092,1000,1000,256,260,400,Community,5,Male,20,80000,0
9/5/2021,5000,700,5,Accessories,2000,Instagram,In-Store Event,3453,500,2000,131,245,50,Referral,4,Male,40,100000,0
9/5/2021,10000,1000,18,Clothing,5000,Facebook,Social Media,5631,500,100,479,234,400,Events,2,Female,60,60000,0
9/5/2021,5000,700,11,Clothing,5000,Email,Networking Event,1858,500,500,57,271,400,Social Media,4,Female,40,40000,0
9/6/2021,5000,100,11,Accessories,5000,Instagram,Email,9682,200,1000,256,98,100,Referral,3,Male,30,40000,0
9/6/2021,7000,700,11,Accessories,8000,Email,Networking Event,9730,1000,500,140,34,400,Community,4,Male,40,60000,0
9/6/2021,5000,100,9,Accessories,1000,Facebook,Social Media,8719,500,1000,173,170,50,Community,1,Female,60,40000,0
9/7/2021,3000,500,11,Clothing,2000,Facebook,Email,887,500,3000,174,109,200,Social Media,3,Female,40,40000,0
9/7/2021,5000,100,8,Clothing,2000,Instagram,Social Media,14103,500,2000,208,294,100,Community,3,Female,60,80000,1
9/7/2021,3000,700,12,Clothing,1000,Facebook,Social Media,1332,1000,2000,203,9,50,Social Media,2,Male,20,40000,1
9/7/2021,3000,700,7,Accessories,2000,Facebook,Email,8941,200,3000,6,201,100,Community,3,Female,40,40000,0
9/8/2021,5000,300,10,Accessories,2000,Facebook,In-Store Event,10719,200,1000,50,256,100,Community,4,Female,40,20000,0
9/8/2021,5000,500,11,Accessories,5000,Facebook,Email,10220,1000,500,258,261,200,Social Media,3,Female,40,60000,0
9/8/2021,10000,500,8,Clothing,5000,Facebook,In-Store Event,4693,500,500,177,180,100,Social Media,4,Non-Binary,40,40000,1
9/9/2021,5000,500,7,Clothing,2000,Instagram,Networking Event,2338,1000,2000,409,65,100,Community,4,Female,20,40000,1
9/9/2021,7000,300,7,Clothing,5000,Instagram,Social Media,10052,200,2000,30,293,50,Community,4,Non-Binary,20,40000,0
9/9/2021,7000,500,9,Clothing,2000,Instagram,Social Media,13850,200,500,355,160,200,Social Media,4,Non-Binary,60,80000,0
9/10/2021,2000,700,9,Clothing,2000,Instagram,Networking Event,11801,1000,1000,317,66,200,Events,2,Female,30,60000,0
9/10/2021,7000,100,14,Home Goods,5000,Email,Social Media,10015,500,1000,153,99,200,Events,3,Female,60,40000,1
9/10/2021,3000,100,9,Home Goods,1000,Email,Social Media,10918,500,1000,450,76,200,Community,5,Female,40,80000,1
9/10/2021,10000,500,12,Accessories,1000,Instagram,Social Media,12372,200,2000,363,34,100,Social Media,4,Female,30,40000,0
9/11/2021,3000,1000,16,Clothing,2000,LinkedIn,Social Media,1391,200,1000,54,44,100,Community,4,Male,60,40000,1
9/11/2021,5000,700,8,Clothing,8000,Facebook,In-Store Event,6088,500,3000,155,149,100,Social Media,4,Male,50,60000,0
9/11/2021,2000,700,7,Home Goods,5000,LinkedIn,Email,1805,50,1000,43,67,400,Referral,1,Male,30,60000,0
9/12/2021,10000,500,12,Clothing,1000,Email,Social Media,5783,1000,2000,80,253,200,Social Media,4,Male,20,20000,0
9/12/2021,5000,700,9,Home Goods,8000,Email,Email,5048,1000,3000,165,16,100,Social Media,1,Male,50,80000,0
9/12/2021,7000,100,11,Clothing,5000,Instagram,Networking Event,4692,200,3000,494,260,100,Community,5,Non-Binary,50,60000,0
9/13/2021,2000,700,13,Clothing,5000,Instagram,Networking Event,6952,500,100,29,212,100,Referral,3,Female,50,100000,0
9/13/2021,7000,1000,14,Home Goods,8000,Instagram,Email,8953,500,500,321,255,200,Social Media,4,Male,40,60000,1
9/13/2021,3000,700,17,Clothing,2000,Email,Email,2840,200,1000,135,215,100,Social Media,1,Female,30,100000,1
9/13/2021,10000,1000,8,Accessories,2000,Instagram,Email,2293,200,1000,13,285,200,Social Media,5,Male,50,60000,0
9/14/2021,3000,700,9,Accessories,5000,Email,Social Media,10988,200,2000,356,6,100,Community,5,Female,20,20000,0
9/14/2021,3000,300,9,Clothing,5000,Instagram,Social Media,10984,500,3000,482,198,100,Events,2,Male,30,60000,1
9/14/2021,2000,1000,7,Clothing,5000,Email,In-Store Event,6894,500,500,105,90,200,Community,3,Male,20,80000,0
9/15/2021,5000,100,8,Accessories,5000,Instagram,Social Media,10862,500,1000,358,146,100,Social Media,1,Female,20,80000,1
9/15/2021,7000,500,6,Accessories,8000,Instagram,Email,824,1000,500,317,149,400,Social Media,4,Female,40,40000,0
9/15/2021,2000,300,9,Clothing,8000,Instagram,In-Store Event,9677,1000,2000,74,51,50,Community,3,Female,20,60000,1
9/16/2021,7000,100,6,Home Goods,8000,Facebook,Social Media,8348,500,3000,446,242,50,Community,4,Female,30,80000,0
9/16/2021,5000,500,12,Clothing,8000,Instagram,Social Media,8614,1000,1000,78,218,100,Social Media,1,Male,30,80000,0
9/16/2021,5000,500,12,Clothing,8000,Email,Email,7144,200,500,193,5,200,Social Media,4,Female,40,20000,0
9/16/2021,5000,500,10,Clothing,1000,Instagram,Social Media,5282,1000,2000,484,108,200,Community,4,Male,40,60000,1
9/17/2021,5000,700,12,Clothing,2000,Instagram,In-Store Event,12544,500,2000,362,65,50,Community,4,Male,40,60000,0
9/17/2021,7000,100,12,Clothing,2000,Email,Social Media,10431,1000,1000,95,9,50,Events,4,Male,50,20000,1
9/17/2021,3000,300,10,Home Goods,8000,Instagram,Social Media,10552,500,2000,39,201,100,Events,1,Female,40,100000,1
9/18/2021,3000,700,12,Clothing,5000,LinkedIn,Social Media,3637,200,3000,255,281,100,Events,4,Female,30,40000,0
9/18/2021,10000,500,14,Clothing,5000,LinkedIn,In-Store Event,4398,500,1000,396,213,100,Social Media,4,Male,60,60000,0
9/18/2021,10000,700,4,Clothing,1000,Instagram,Email,1335,200,1000,106,67,100,Social Media,4,Male,20,80000,0
9/19/2021,5000,700,9,Accessories,2000,Instagram,Social Media,4654,500,500,16,246,100,Community,2,Non-Binary,30,20000,0
9/19/2021,3000,700,7,Home Goods,5000,Instagram,In-Store Event,3278,500,1000,14,49,100,Community,4,Male,40,80000,0
9/19/2021,7000,700,10,Clothing,1000,Email,Email,14309,1000,1000,416,16,50,Events,5,Female,50,60000,0
9/19/2021,5000,500,8,Clothing,2000,Facebook,Networking Event,10088,500,1000,498,10,100,Events,5,Female,50,80000,0
9/20/2021,2000,700,14,Clothing,2000,Facebook,Social Media,6909,500,100,271,123,50,Events,4,Female,20,60000,0
9/20/2021,3000,500,7,Clothing,2000,Email,Social Media,10368,200,500,498,224,100,Social Media,3,Male,40,20000,0
9/20/2021,7000,500,8,Clothing,5000,Instagram,Social Media,13023,3000,500,12,243,200,Events,3,Non-Binary,40,60000,0
9/21/2021,7000,700,10,Clothing,2000,Email,Social Media,4813,1000,1000,246,28,50,Referral,1,Female,30,40000,1
9/21/2021,2000,500,6,Clothing,5000,Email,Social Media,6146,1000,2000,213,284,50,Social Media,3,Male,20,40000,0
9/21/2021,3000,700,16,Accessories,1000,Facebook,Email,10529,200,2000,150,58,50,Community,2,Male,40,40000,1
9/22/2021,3000,700,10,Clothing,8000,Email,Social Media,8108,500,1000,291,142,200,Social Media,3,Male,30,60000,0
9/22/2021,7000,1000,5,Home Goods,2000,Email,Email,4221,50,1000,42,299,50,Community,5,Male,20,60000,0
9/22/2021,2000,1000,8,Home Goods,5000,Instagram,Email,14217,500,2000,433,225,400,Events,5,Non-Binary,30,60000,0
9/22/2021,3000,500,2,Accessories,5000,Facebook,In-Store Event,8411,50,1000,113,163,100,Social Media,5,Male,20,80000,1
